Pokemon,Fast Move,Charged Move,DPS,TDO,DPS^3*TDO,CP,HP,ATT,DEF,STA
Mantyke,Tackle,Ice Beam,5.917,113.9,23.6,1248,,,,
Mantyke,Bubble,Water Pulse,5.852,112.7,22.6,1248,,,,
Mantyke,Tackle,Water Pulse,5.747,110.6,21,1248,,,,
Chansey,Pound,Hyper Beam,5.171,257.6,35.6,1255,,,,
Chansey,Pound,Psychic,4.73,235.6,24.9,1255,,,,
Chansey,Pound,Dazzling Gleam,4.536,226,21.1,1255,,,,
Chansey,Zen Headbutt,Hyper Beam,4.391,218.7,18.5,1255,,,,
Chansey,Zen Headbutt,Psychic,4.168,207.6,15,1255,,,,
Chansey,Zen Headbutt,Dazzling Gleam,4.054,202,13.5,1255,,,,
Chansey,Pound,Psybeam,3.836,191.1,10.8,1255,,,,
Chansey,Zen Headbutt,Psybeam,3.35,166.9,6.3,1255,,,,
Frillish,Bubble,Ice Beam,6.616,110.1,31.9,1257,,,,
Frillish,Bubble,Ominous Wind,6.609,110,31.8,1257,,,,
Frillish,Bubble,Night Shade,6.383,106.3,27.6,1257,,,,
Frillish,Hex,Ominous Wind,6.379,106.2,27.6,1257,,,,
Frillish,Hex,Ice Beam,6.371,106.1,27.4,1257,,,,
Frillish,Hex,Night Shade,6.098,101.5,23,1257,,,,
Buneary,Pound,Fire Punch,7.619,102.1,45.2,1258,,,,
Buneary,Pound,Swift,7.455,100,41.4,1258,,,,
Buneary,Quick Attack,Fire Punch,7.344,98.5,39,1258,,,,
Buneary,Quick Attack,Swift,7.129,95.6,34.6,1258,,,,
Sandshrew,Scratch,Return,7.742,110.3,51.2,1261,,,,
Sandshrew,Mud Shot,Return,7.716,109.9,50.5,1261,,,,
Sandshrew,Scratch,Dig,7.293,103.9,40.3,1261,,,,
Sandshrew,Scratch,Rock Slide,7.251,103.3,39.4,1261,,,,
Sandshrew,Mud Shot,Dig,7.23,103,38.9,1261,,,,
Sandshrew,Mud Shot,Rock Slide,7.161,102,37.5,1261,,,,
Sandshrew,Scratch,Rock Tomb,6.312,89.9,22.6,1261,,,,
Sandshrew,Mud Shot,Rock Tomb,6.075,86.5,19.4,1261,,,,
Sandshrew,Scratch,Sand Tomb,5.995,85.4,18.4,1261,,,,
Sandshrew,Mud Shot,Sand Tomb,5.826,83,16.4,1261,,,,
Shadow Sandshrew,Scratch,Dig,8.77,104.1,70.2,1261,,,,
Shadow Sandshrew,Mud Shot,Dig,8.714,103.4,68.4,1261,,,,
Shadow Sandshrew,Scratch,Rock Slide,8.679,103,67.3,1261,,,,
Shadow Sandshrew,Mud Shot,Rock Slide,8.598,102,64.8,1261,,,,
Shadow Sandshrew,Scratch,Rock Tomb,7.513,89.2,37.8,1261,,,,
Shadow Sandshrew,Mud Shot,Rock Tomb,7.261,86.2,33,1261,,,,
Shadow Sandshrew,Scratch,Sand Tomb,7.17,85.1,31.4,1261,,,,
Shadow Sandshrew,Mud Shot,Sand Tomb,7.002,83.1,28.5,1261,,,,
Shadow Sandshrew,Mud Shot,Frustration,2.339,27.8,0.4,1261,,,,
Shadow Sandshrew,Scratch,Frustration,2.339,27.8,0.4,1261,,,,
Clamperl,Water Gun,Ice Beam,7.588,99.5,43.5,1270,,,,
Clamperl,Water Gun,Body Slam,7.414,97.2,39.6,1270,,,,
Clamperl,Water Gun,Water Pulse,7.379,96.8,38.9,1270,,,,
Vullaby,Feint Attack,Foul Play,7.367,147.2,58.9,1271,,,,
Vullaby,Air Slash,Foul Play,7.134,142.6,51.8,1271,,,,
Vullaby,Feint Attack,Dark Pulse,6.864,137.2,44.4,1271,,,,
Vullaby,Air Slash,Dark Pulse,6.707,134,40.4,1271,,,,
Vullaby,Feint Attack,Brave Bird,6.517,130.3,36.1,1271,,,,
Vullaby,Air Slash,Brave Bird,6.296,125.8,31.4,1271,,,,
Shadow Trapinch,Mud Shot,Dig,11.172,85.9,119.8,1274,,,,
Shadow Trapinch,Struggle Bug,Dig,10.615,81.6,97.6,1274,,,,
Shadow Trapinch,Mud Shot,Crunch,10.225,78.6,84.1,1274,,,,
Shadow Trapinch,Struggle Bug,Crunch,9.818,75.5,71.5,1274,,,,
Shadow Trapinch,Mud Shot,Sand Tomb,8.954,68.9,49.4,1274,,,,
Shadow Trapinch,Struggle Bug,Sand Tomb,8.688,66.8,43.8,1274,,,,
Shadow Trapinch,Struggle Bug,Frustration,2.873,22.1,0.5,1274,,,,
Shadow Trapinch,Mud Shot,Frustration,2.873,22.1,0.5,1274,,,,
Trapinch,Mud Shot,Return,9.818,90.6,85.8,1274,,,,
Trapinch,Mud Shot,Dig,9.201,84.9,66.1,1274,,,,
Trapinch,Struggle Bug,Return,8.933,82.4,58.8,1274,,,,
Trapinch,Struggle Bug,Dig,8.712,80.4,53.2,1274,,,,
Trapinch,Mud Shot,Crunch,8.413,77.6,46.2,1274,,,,
Trapinch,Struggle Bug,Crunch,8.042,74.2,38.6,1274,,,,
Trapinch,Mud Shot,Sand Tomb,7.392,68.2,27.6,1274,,,,
Trapinch,Struggle Bug,Sand Tomb,7.141,65.9,24,1274,,,,
Machop,Karate Chop,Return,9.14,115.1,87.8,1278,,,,
Machop,Low Kick,Return,8.883,111.8,78.4,1278,,,,
Machop,Karate Chop,Cross Chop,8.694,109.4,71.9,1278,,,,
Machop,Rock Smash,Return,8.588,108.1,68.5,1278,,,,
Machop,Low Kick,Cross Chop,8.491,106.9,65.4,1278,,,,
Machop,Karate Chop,Brick Break,8.371,105.4,61.8,1278,,,,
Machop,Low Kick,Brick Break,8.254,103.9,58.4,1278,,,,
Machop,Rock Smash,Cross Chop,8.244,103.8,58.1,1278,,,,
Machop,Rock Smash,Brick Break,8.091,101.8,53.9,1278,,,,
Machop,Karate Chop,Low Sweep,7.705,97,44.4,1278,,,,
Machop,Low Kick,Low Sweep,7.645,96.2,43,1278,,,,
Machop,Rock Smash,Low Sweep,7.552,95.1,41,1278,,,,
Shadow Machop,Karate Chop,Cross Chop,10.516,110.3,128.3,1278,,,,
Shadow Machop,Low Kick,Cross Chop,10.257,107.6,116.1,1278,,,,
Shadow Machop,Karate Chop,Brick Break,10.148,106.5,111.2,1278,,,,
Shadow Machop,Rock Smash,Cross Chop,10.018,105.1,105.6,1278,,,,
Shadow Machop,Low Kick,Brick Break,10.001,104.9,105,1278,,,,
Shadow Machop,Rock Smash,Brick Break,9.85,103.3,98.7,1278,,,,
Shadow Machop,Karate Chop,Low Sweep,9.318,97.7,79.1,1278,,,,
Shadow Machop,Low Kick,Low Sweep,9.238,96.9,76.4,1278,,,,
Shadow Machop,Rock Smash,Low Sweep,9.164,96.1,74,1278,,,,
Shadow Machop,Karate Chop,Frustration,2.502,26.2,0.4,1278,,,,
Shadow Machop,Rock Smash,Frustration,2.502,26.2,0.4,1278,,,,
Shadow Machop,Low Kick,Frustration,2.502,26.2,0.4,1278,,,,
Lileep,Acid,Grass Knot,7.479,154.2,64.5,1291,,,,
Lileep,Infestation,Grass Knot,7.43,153.1,62.8,1291,,,,
Lileep,Bullet Seed,Grass Knot,7.371,151.9,60.8,1291,,,,
Lileep,Acid,Ancient Power,6.073,125.2,28,1291,,,,
Lileep,Infestation,Ancient Power,5.936,122.4,25.6,1291,,,,
Lileep,Bullet Seed,Ancient Power,5.902,121.6,25,1291,,,,
Lileep,Acid,Mirror Coat,5.225,107.7,15.4,1291,,,,
Lileep,Infestation,Mirror Coat,4.926,101.5,12.1,1291,,,,
Lileep,Bullet Seed,Mirror Coat,4.867,100.3,11.6,1291,,,,
Smoochum,Pound,Ice Beam,9.745,102.5,94.9,1291,,,,
Smoochum,Frost Breath,Ice Beam,9.745,102.5,94.9,1291,,,,
Smoochum,Frost Breath,Psyshock,9.636,101.4,90.7,1291,,,,
Smoochum,Pound,Psyshock,9.626,101.3,90.3,1291,,,,
Smoochum,Frost Breath,Ice Punch,9.5,99.9,85.7,1291,,,,
Smoochum,Pound,Ice Punch,9.473,99.6,84.7,1291,,,,
Smoochum,Powder Snow,Ice Beam,9.358,98.4,80.7,1291,,,,
Smoochum,Powder Snow,Psyshock,9.258,97.4,77.3,1291,,,,
Smoochum,Powder Snow,Ice Punch,9.008,94.8,69.3,1291,,,,
Alolan Geodude,Rock Throw,Thunderbolt,9.047,124.6,92.3,1293,,,,
Alolan Geodude,Rock Throw,Rock Slide,8.816,121.4,83.2,1293,,,,
Alolan Geodude,Volt Switch,Thunderbolt,8.485,116.9,71.4,1293,,,,
Alolan Geodude,Volt Switch,Rock Slide,8.212,113.1,62.6,1293,,,,
Alolan Geodude,Rock Throw,Rock Tomb,7.724,106.4,49,1293,,,,
Alolan Geodude,Volt Switch,Rock Tomb,6.914,95.2,31.5,1293,,,,
Alolan Sandshrew,Metal Claw,Blizzard,8.244,125.2,70.1,1293,,,,
Alolan Sandshrew,Metal Claw,Gyro Ball,7.739,117.6,54.5,1293,,,,
Alolan Sandshrew,Powder Snow,Blizzard,7.274,110.5,42.5,1293,,,,
Alolan Sandshrew,Powder Snow,Gyro Ball,7.016,106.6,36.8,1293,,,,
Alolan Sandshrew,Metal Claw,Night Slash,6.785,103.1,32.2,1293,,,,
Alolan Sandshrew,Powder Snow,Night Slash,5.941,90.2,18.9,1293,,,,
Geodude,Rock Throw,Rock Slide,8.816,121.4,83.2,1293,,,,
Geodude,Tackle,Rock Slide,8.155,112.3,60.9,1293,,,,
Geodude,Rock Throw,Dig,7.931,109.2,54.5,1293,,,,
Geodude,Rock Throw,Rock Tomb,7.724,106.4,49,1293,,,,
Geodude,Tackle,Dig,7.361,101.4,40.4,1293,,,,
Geodude,Tackle,Rock Tomb,6.974,96,32.6,1293,,,,
Staravia,Quick Attack,Aerial Ace,8.678,105.7,69.1,1299,,,,
Staravia,Wing Attack,Aerial Ace,8.578,104.5,65.9,1299,,,,
Staravia,Quick Attack,Brave Bird,8.386,102.1,60.2,1299,,,,
Staravia,Wing Attack,Brave Bird,8.165,99.4,54.1,1299,,,,
Staravia,Quick Attack,Heat Wave,7.154,87.1,31.9,1299,,,,
Staravia,Wing Attack,Heat Wave,7.031,85.6,29.8,1299,,,,
Bonsly,Rock Throw,Rock Slide,8.412,131.3,78.2,1302,,,,
Bonsly,Counter,Rock Slide,8.014,125.1,64.4,1302,,,,
Bonsly,Rock Throw,Earthquake,7.596,118.6,52,1302,,,,
Bonsly,Rock Throw,Rock Tomb,7.354,114.8,45.7,1302,,,,
Bonsly,Counter,Earthquake,7.039,109.9,38.3,1302,,,,
Bonsly,Counter,Rock Tomb,6.923,108.1,35.9,1302,,,,
Aron,Metal Claw,Iron Head,7.838,129,62.1,1307,,,,
Aron,Tackle,Iron Head,7.206,118.6,44.4,1307,,,,
Aron,Metal Claw,Body Slam,7.039,115.8,40.4,1307,,,,
Aron,Metal Claw,Rock Tomb,7.019,115.5,39.9,1307,,,,
Aron,Tackle,Body Slam,6.524,107.4,29.8,1307,,,,
Aron,Tackle,Rock Tomb,6.516,107.2,29.7,1307,,,,
Nidorina,Poison Sting,Sludge Bomb,8.247,144.5,81,1309,,,,
Nidorina,Bite,Sludge Bomb,8.112,142.1,75.8,1309,,,,
Nidorina,Bite,Return,7.362,129,51.5,1309,,,,
Nidorina,Poison Sting,Return,7.332,128.5,50.6,1309,,,,
Nidorina,Bite,Poison Fang,6.311,110.6,27.8,1309,,,,
Nidorina,Bite,Dig,6.132,107.4,24.8,1309,,,,
Nidorina,Poison Sting,Poison Fang,6.112,107.1,24.4,1309,,,,
Nidorina,Poison Sting,Dig,5.979,104.7,22.4,1309,,,,
Shadow Nidorina,Poison Sting,Sludge Bomb,9.965,145.5,143.9,1309,,,,
Shadow Nidorina,Bite,Sludge Bomb,9.785,142.9,133.9,1309,,,,
Shadow Nidorina,Bite,Poison Fang,7.529,109.9,46.9,1309,,,,
Shadow Nidorina,Bite,Dig,7.34,107.2,42.4,1309,,,,
Shadow Nidorina,Poison Sting,Poison Fang,7.322,106.9,42,1309,,,,
Shadow Nidorina,Poison Sting,Dig,7.186,104.9,38.9,1309,,,,
Shadow Nidorina,Bite,Frustration,2.206,32.2,0.3,1309,,,,
Shadow Nidorina,Poison Sting,Frustration,2.206,32.2,0.3,1309,,,,
Timburr,Low Kick,Brick Break,8.074,112,59,1315,,,,
Timburr,Pound,Brick Break,8.008,111.1,57.1,1315,,,,
Timburr,Low Kick,Low Sweep,7.482,103.8,43.5,1315,,,,
Timburr,Pound,Low Sweep,7.423,103,42.1,1315,,,,
Timburr,Low Kick,Rock Tomb,6.814,94.5,29.9,1315,,,,
Timburr,Pound,Rock Tomb,6.757,93.7,28.9,1315,,,,
Magby,Karate Chop,Flamethrower,9.425,106.6,89.3,1323,,,,
Magby,Ember,Flamethrower,9.365,105.9,87,1323,,,,
Magby,Karate Chop,Fire Punch,9.149,103.5,79.3,1323,,,,
Magby,Ember,Fire Punch,9.142,103.4,79,1323,,,,
Magby,Ember,Flame Burst,8.805,99.6,68,1323,,,,
Magby,Karate Chop,Flame Burst,8.8,99.6,67.9,1323,,,,
Magby,Ember,Brick Break,7.618,86.2,38.1,1323,,,,
Magby,Karate Chop,Brick Break,7.473,84.5,35.3,1323,,,,
Loudred,Bite,Stomp,8.36,118.1,69,1327,,,,
Loudred,Bite,Flamethrower,7.966,112.5,56.9,1327,,,,
Loudred,Rock Smash,Stomp,7.714,109,50,1327,,,,
Loudred,Rock Smash,Flamethrower,7.392,104.4,42.2,1327,,,,
Loudred,Bite,Disarming Voice,6.426,90.8,24.1,1327,,,,
Loudred,Rock Smash,Disarming Voice,6.206,87.6,20.9,1327,,,,
Teddiursa,Scratch,Play Rough,9.068,115.5,86.1,1328,,,,
Teddiursa,Lick,Play Rough,8.655,110.3,71.5,1328,,,,
Teddiursa,Scratch,Cross Chop,8.384,106.8,63,1328,,,,
Teddiursa,Scratch,Crunch,7.91,100.8,49.9,1328,,,,
Teddiursa,Lick,Cross Chop,7.664,97.7,44,1328,,,,
Teddiursa,Lick,Crunch,7.531,95.9,41,1328,,,,
Spoink,Zen Headbutt,Shadow Ball,7.949,128.5,64.5,1334,,,,
Spoink,Zen Headbutt,Psybeam,6.94,112.2,37.5,1334,,,,
Spoink,Zen Headbutt,Mirror Coat,6.906,111.6,36.8,1334,,,,
Spoink,Splash,Shadow Ball,5.763,93.2,17.8,1334,,,,
Spoink,Splash,Psybeam,4.747,76.7,8.2,1334,,,,
Spoink,Splash,Mirror Coat,4.46,72.1,6.4,1334,,,,
Abra,Zen Headbutt,Psyshock,11.707,85.1,136.5,1342,,,,
Abra,Zen Headbutt,Shadow Ball,11.539,83.9,128.9,1342,,,,
Abra,Zen Headbutt,Return,11.386,82.8,122.2,1342,,,,
Abra,Charge Beam,Psyshock,11.083,80.6,109.7,1342,,,,
Abra,Charge Beam,Shadow Ball,10.79,78.4,98.5,1342,,,,
Abra,Charge Beam,Return,10.204,74.2,78.8,1342,,,,
Abra,Zen Headbutt,Signal Beam,9.853,71.6,68.5,1342,,,,
Abra,Charge Beam,Signal Beam,8.784,63.9,43.3,1342,,,,
Shadow Abra,Zen Headbutt,Psyshock,14.249,86.3,249.7,1342,,,,
Shadow Abra,Zen Headbutt,Shadow Ball,13.947,84.5,229.2,1342,,,,
Shadow Abra,Charge Beam,Psyshock,13.505,81.8,201.5,1342,,,,
Shadow Abra,Charge Beam,Shadow Ball,13.033,79,174.8,1342,,,,
Shadow Abra,Zen Headbutt,Signal Beam,11.858,71.8,119.8,1342,,,,
Shadow Abra,Charge Beam,Signal Beam,10.579,64.1,75.9,1342,,,,
Shadow Abra,Zen Headbutt,Frustration,3.362,20.4,0.8,1342,,,,
Shadow Abra,Charge Beam,Frustration,3.362,20.4,0.8,1342,,,,
Ledian,Bug Bite,Bug Buzz,6.923,150.1,49.8,1346,,,,
Ledian,Bug Bite,Aerial Ace,6.73,145.9,44.5,1346,,,,
Ledian,Struggle Bug,Bug Buzz,6.371,138.1,35.7,1346,,,,
Ledian,Struggle Bug,Aerial Ace,6.213,134.7,32.3,1346,,,,
Ledian,Bug Bite,Silver Wind,6.199,134.4,32,1346,,,,
Ledian,Struggle Bug,Silver Wind,5.841,126.6,25.2,1346,,,,
Aipom,Scratch,Swift,7.761,110.1,51.5,1348,,,,
Aipom,Scratch,Aerial Ace,7.596,107.8,47.2,1348,,,,
Aipom,Scratch,Low Sweep,7.139,101.3,36.9,1348,,,,
Aipom,Astonish,Aerial Ace,6.449,91.5,24.5,1348,,,,
Aipom,Astonish,Swift,6.395,90.7,23.7,1348,,,,
Aipom,Astonish,Low Sweep,5.724,81.2,15.2,1348,,,,
Hippopotas,Bite,Dig,7.272,123.5,47.5,1358,,,,
Hippopotas,Tackle,Dig,7.156,121.5,44.5,1358,,,,
Hippopotas,Bite,Body Slam,6.962,118.2,39.9,1358,,,,
Hippopotas,Tackle,Body Slam,6.772,115,35.7,1358,,,,
Hippopotas,Bite,Rock Tomb,6.272,106.5,26.3,1358,,,,
Hippopotas,Tackle,Rock Tomb,6.03,102.4,22.5,1358,,,,
Magnemite,Thunder Shock,Thunderbolt,10.558,107.6,126.7,1362,,,,
Magnemite,Spark,Thunderbolt,10.447,106.5,121.4,1362,,,,
Magnemite,Thunder Shock,Discharge,10.417,106.2,120,1362,,,,
Magnemite,Thunder Shock,Magnet Bomb,10.364,105.6,117.6,1362,,,,
Magnemite,Spark,Discharge,10.337,105.4,116.4,1362,,,,
Magnemite,Spark,Magnet Bomb,10.29,104.9,114.3,1362,,,,
Magnemite,Thunder Shock,Return,9.808,100,94.3,1362,,,,
Magnemite,Spark,Return,9.696,98.8,90.1,1362,,,,
Shadow Magnemite,Thunder Shock,Thunderbolt,12.676,107.7,219.3,1362,,,,
Shadow Magnemite,Thunder Shock,Discharge,12.583,106.9,212.9,1362,,,,
Shadow Magnemite,Spark,Thunderbolt,12.552,106.6,210.9,1362,,,,
Shadow Magnemite,Thunder Shock,Magnet Bomb,12.524,106.4,209,1362,,,,
Shadow Magnemite,Spark,Discharge,12.495,106.1,207,1362,,,,
Shadow Magnemite,Spark,Magnet Bomb,12.442,105.7,203.6,1362,,,,
Shadow Magnemite,Spark,Frustration,2.917,24.8,0.6,1362,,,,
Shadow Magnemite,Thunder Shock,Frustration,2.917,24.8,0.6,1362,,,,
Solosis,Zen Headbutt,Psyshock,10.573,102.8,121.5,1367,,,,
Solosis,Hidden Power (Psychic),Psyshock,10.36,100.8,112,1367,,,,
Solosis,Hidden Power,Psyshock,10.36,100.8,112,1367,,,,
Solosis,Hidden Power (Fire),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Fighting),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Water),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Flying),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Grass),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Poison),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Electric),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Ground),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Rock),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Ice),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Bug),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Dragon),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Ghost),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Dark),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power (Steel),Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Hidden Power,Psyshock,9.995,97.2,97.1,1367,,,,
Solosis,Zen Headbutt,Thunder,8.56,83.3,52.2,1367,,,,
Solosis,Zen Headbutt,Night Shade,8.23,80,44.6,1367,,,,
Solosis,Hidden Power (Psychic),Thunder,8.12,79,42.3,1367,,,,
Solosis,Hidden Power,Thunder,8.12,79,42.3,1367,,,,
Solosis,Hidden Power (Psychic),Night Shade,7.915,77,38.2,1367,,,,
Solosis,Hidden Power,Night Shade,7.915,77,38.2,1367,,,,
Solosis,Hidden Power (Fire),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Fighting),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Water),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Flying),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Grass),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Poison),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Electric),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Ground),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Rock),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Ice),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Bug),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Dragon),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Ghost),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Dark),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Steel),Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power,Night Shade,7.391,71.9,29,1367,,,,
Solosis,Hidden Power (Fire),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Fighting),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Water),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Flying),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Grass),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Poison),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Electric),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Ground),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Rock),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Ice),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Bug),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Dragon),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Ghost),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Dark),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power (Steel),Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Solosis,Hidden Power,Thunder,7.363,71.6,28.6,1367,,,,
Axew,Scratch,Dragon Claw,9.733,113.6,104.8,1368,,,,
Axew,Iron Tail,Dragon Claw,9.439,110.2,92.7,1368,,,,
Axew,Scratch,Dragon Pulse,9.228,107.7,84.7,1368,,,,
Axew,Iron Tail,Dragon Pulse,8.986,104.9,76.1,1368,,,,
Axew,Scratch,Aqua Tail,8.347,97.4,56.7,1368,,,,
Axew,Iron Tail,Aqua Tail,8.201,95.7,52.8,1368,,,,
Kabuto,Scratch,Ancient Power,8.157,102.7,55.7,1370,,,,
Kabuto,Mud Shot,Ancient Power,7.849,98.8,47.8,1370,,,,
Kabuto,Scratch,Rock Tomb,7.804,98.2,46.7,1370,,,,
Kabuto,Mud Shot,Rock Tomb,7.319,92.1,36.1,1370,,,,
Kabuto,Scratch,Aqua Jet,7.173,90.3,33.3,1370,,,,
Kabuto,Mud Shot,Aqua Jet,6.652,83.7,24.6,1370,,,,
Swadloon,Bug Bite,Bug Buzz,7.37,145.8,58.4,1370,,,,
Swadloon,Bug Bite,Energy Ball,7.169,141.8,52.2,1370,,,,
Swadloon,Struggle Bug,Bug Buzz,6.805,134.6,42.4,1370,,,,
Swadloon,Struggle Bug,Energy Ball,6.637,131.3,38.4,1370,,,,
Swadloon,Bug Bite,Silver Wind,6.602,130.6,37.6,1370,,,,
Swadloon,Struggle Bug,Silver Wind,6.24,123.4,30,1370,,,,
Scraggy,Feint Attack,Foul Play,8.851,137.2,95.2,1372,,,,
Scraggy,Rock Smash,Foul Play,8.383,130,76.6,1372,,,,
Scraggy,Feint Attack,Brick Break,7.77,120.5,56.5,1372,,,,
Scraggy,Rock Smash,Brick Break,7.494,116.2,48.9,1372,,,,
Scraggy,Rock Smash,Acid Spray,2.587,40.1,0.7,1372,,,,
Scraggy,Feint Attack,Acid Spray,2.587,40.1,0.7,1372,,,,
Alolan Grimer,Poison Jab,Sludge Bomb,10.003,149.4,149.5,1374,,,,
Alolan Grimer,Bite,Sludge Bomb,9.985,149.1,148.5,1374,,,,
Alolan Grimer,Bite,Gunk Shot,9.16,136.8,105.2,1374,,,,
